datetime,consumption_mw,temperature,hour,day_of_week,month,year
2023-01-02 02:00:00,1299.632262501053,22.25305362854859,2,0,1,2023
2023-01-02 03:00:00,1438.1103235318628,20.323311232203686,3,0,1,2023
2023-01-02 04:00:00,1436.9805217844535,19.150808822479895,4,0,1,2023
2023-01-02 05:00:00,1482.4093424285657,23.5632078263246,5,0,1,2023
2023-01-02 06:00:00,1477.142398306486,21.078702320607917,6,0,1,2023
2023-01-02 07:00:00,1589.6308329165702,20.673696335009517,7,0,1,2023
2023-01-02 08:00:00,1466.3833825892843,22.855810096606334,8,0,1,2023
2023-01-02 09:00:00,1366.5085574854656,19.390997189510493,9,0,1,2023
2023-01-02 10:00:00,1398.4007620689028,25.22188113075885,10,0,1,2023
2023-01-02 11:00:00,1223.8884943823957,18.152181304642163,11,0,1,2023
2023-01-02 12:00:00,1217.7395899868748,22.48711137336745,12,0,1,2023
2023-01-02 13:00:00,1031.678637398339,24.81782269032072,13,0,1,2023
2023-01-02 14:00:00,990.9100015646094,16.384437706524885,14,0,1,2023
2023-01-02 15:00:00,1005.0417783334698,19.48631864678384,15,0,1,2023
2023-01-02 16:00:00,984.4579056468637,23.942946352997858,16,0,1,2023
2023-01-02 17:00:00,926.1443108416496,23.988057817534262,17,0,1,2023
2023-01-02 18:00:00,901.5826774359065,20.001837373176468,18,0,1,2023
2023-01-02 19:00:00,902.5436057755803,18.31231089331061,19,0,1,2023
2023-01-02 20:00:00,873.6542646745091,23.38413164133347,20,0,1,2023
2023-01-02 21:00:00,959.2751874389594,24.066971482086,21,0,1,2023
2023-01-02 22:00:00,1034.3789405531165,17.022334128804,22,0,1,2023
2023-01-02 23:00:00,1182.6327237677422,16.904583227442046,23,0,1,2023
2023-01-03 00:00:00,1345.3290208427288,21.450065054299607,0,1,1,2023
2023-01-03 01:00:00,1317.6532590133722,22.662376908635483,1,1,1,2023
2023-01-03 02:00:00,1494.3751986069394,19.877087752658642,2,1,1,2023
2023-01-03 03:00:00,1521.0603673587946,22.812176468295856,3,1,1,2023
2023-01-03 04:00:00,1554.155415030127,18.643885187836663,4,1,1,2023
2023-01-03 05:00:00,1648.5669031253042,14.430214211127602,5,1,1,2023
2023-01-03 06:00:00,1679.7667638077846,19.50259179135102,6,1,1,2023
2023-01-03 07:00:00,1664.5699884119645,20.963991447888112,7,1,1,2023
2023-01-03 08:00:00,1546.0864264300806,19.94677512865944,8,1,1,2023
2023-01-03 09:00:00,1524.9225439057311,17.298485217370352,9,1,1,2023
2023-01-03 10:00:00,1494.8257467989527,15.327348080712355,10,1,1,2023
2023-01-03 11:00:00,1454.6969920020958,19.232028595245115,11,1,1,2023
2023-01-03 12:00:00,1304.3267571094038,23.46726232329804,12,1,1,2023
2023-01-03 13:00:00,1241.3682535241683,24.542887326589856,13,1,1,2023
2023-01-03 14:00:00,1122.9916140742607,24.337435160764173,14,1,1,2023
2023-01-03 15:00:00,1056.3774441010114,18.32656640290315,15,1,1,2023
2023-01-03 16:00:00,1109.1499265318344,17.313176037457715,16,1,1,2023
2023-01-03 17:00:00,1106.3769569757235,22.264198853288494,17,1,1,2023
2023-01-03 18:00:00,1024.753644241333,22.679595043142584,18,1,1,2023
2023-01-03 19:00:00,1088.7644942146771,21.9748038239503,19,1,1,2023
2023-01-03 20:00:00,1086.6512242102935,14.732105185635518,20,1,1,2023
2023-01-03 21:00:00,1084.00046889347,18.17364125369841,21,1,1,2023
2023-01-03 22:00:00,1196.4697181415577,20.685228637490873,22,1,1,2023
2023-01-03 23:00:00,1327.6674995451262,22.23594959224009,23,1,1,2023
2023-01-04 00:00:00,1359.0325460564156,23.33395848984226,0,2,1,2023
2023-01-04 01:00:00,1516.7131912198167,21.46479696888092,1,2,1,2023
2023-01-04 02:00:00,1379.8594865803198,22.024387821649505,2,2,1,2023
2023-01-04 03:00:00,1614.0853482459793,21.28663277711811,3,2,1,2023
2023-01-04 04:00:00,1625.0296101049412,23.088894524690247,4,2,1,2023
2023-01-04 05:00:00,1635.7084628075747,21.97063335650753,5,2,1,2023
2023-01-04 06:00:00,1665.4805681573696,21.22924938217666,6,2,1,2023
2023-01-04 07:00:00,1551.3032783737174,20.226930004622655,7,2,1,2023
2023-01-04 08:00:00,1609.7394498469446,21.27591067716224,8,2,1,2023
2023-01-04 09:00:00,1590.9145329214866,22.485810538552624,9,2,1,2023
2023-01-04 10:00:00,1584.8330191134578,21.83446256872898,10,2,1,2023
2023-01-04 11:00:00,1412.681966379903,22.174515657070557,11,2,1,2023
2023-01-04 12:00:00,1320.5365305046166,25.060201986088355,12,2,1,2023
2023-01-04 13:00:00,1258.23909182574,21.82752817027456,13,2,1,2023
2023-01-04 14:00:00,1256.7542103072733,19.085040840615324,14,2,1,2023
2023-01-04 15:00:00,1165.3010724356366,23.682856760017305,15,2,1,2023
2023-01-04 16:00:00,1074.71136687138,16.933441389028047,16,2,1,2023
2023-01-04 17:00:00,1096.9040688504576,17.787796259816936,17,2,1,2023
2023-01-04 18:00:00,1065.8837694353592,22.039578196195006,18,2,1,2023
2023-01-04 19:00:00,1119.695840494328,22.581226405394535,19,2,1,2023
2023-01-04 20:00:00,1066.1425099116518,17.296882731522814,20,2,1,2023
2023-01-04 21:00:00,1132.5490909414452,19.88358395907455,21,2,1,2023
2023-01-04 22:00:00,1191.4702718571368,19.21378490537582,22,2,1,2023
2023-01-04 23:00:00,1210.2656654628292,19.57200743339001,23,2,1,2023
2023-01-05 00:00:00,1298.1804355672527,24.120265309880537,0,3,1,2023
2023-01-05 01:00:00,1374.0843457402216,23.408988371703458,1,3,1,2023
2023-01-05 02:00:00,1433.652988319041,21.232105441500575,2,3,1,2023
2023-01-05 03:00:00,1483.8114400605716,19.651586199716913,3,3,1,2023
2023-01-05 04:00:00,1472.4592932926225,17.240522970401276,4,3,1,2023
2023-01-05 05:00:00,1552.1771378947112,25.550026797407543,5,3,1,2023
2023-01-05 06:00:00,1566.307377206367,23.065813681916453,6,3,1,2023
2023-01-05 07:00:00,1533.118434344792,19.169464668842277,7,3,1,2023
2023-01-05 08:00:00,1535.2093323576303,23.448270473936372,8,3,1,2023
2023-01-05 09:00:00,1515.8120208887372,21.07880111933782,9,3,1,2023
2023-01-05 10:00:00,1527.7981856390195,20.42814346647467,10,3,1,2023
2023-01-05 11:00:00,1369.8749416372882,22.595106565930507,11,3,1,2023
2023-01-05 12:00:00,1296.3893038875249,19.064977231323525,12,3,1,2023
2023-01-05 13:00:00,1202.155221918769,20.25820242253137,13,3,1,2023
2023-01-05 14:00:00,1037.5961173593284,21.653855173660336,14,3,1,2023
2023-01-05 15:00:00,1070.0883968823023,19.79111840240606,15,3,1,2023
2023-01-05 16:00:00,1026.761461258894,23.29672761186427,16,3,1,2023
2023-01-05 17:00:00,1116.9533765211652,26.89667149209648,17,3,1,2023
2023-01-05 18:00:00,973.9624174310119,19.026577583240268,18,3,1,2023
2023-01-05 19:00:00,1008.891531786475,16.294096092149566,19,3,1,2023
2023-01-05 20:00:00,1022.0601498223681,15.284251478632914,20,3,1,2023
2023-01-05 21:00:00,1013.0488700924681,20.838067556576753,21,3,1,2023
2023-01-05 22:00:00,1190.7673939416063,19.29997821068315,22,3,1,2023
2023-01-05 23:00:00,1243.5886382058848,21.91305348426294,23,3,1,2023
2023-01-06 00:00:00,1196.463002347632,21.944318477789825,0,4,1,2023
2023-01-06 01:00:00,1189.099192672946,16.736874921869234,1,4,1,2023
2023-01-06 02:00:00,1377.0740143151784,16.101873973267303,2,4,1,2023
2023-01-06 03:00:00,1298.9852268711704,22.434325182749806,3,4,1,2023
2023-01-06 04:00:00,1446.1076683666124,21.952811965871394,4,4,1,2023
2023-01-06 05:00:00,1556.2691686049336,20.26907146661187,5,4,1,2023
2023-01-06 06:00:00,1407.4532700576265,16.57509470631461,6,4,1,2023
2023-01-06 07:00:00,1418.45439460719,22.960699250006492,7,4,1,2023
2023-01-06 08:00:00,1421.7931694767685,25.36222409798335,8,4,1,2023
2023-01-06 09:00:00,1343.9726786236558,22.380472782368287,9,4,1,2023
2023-01-06 10:00:00,1229.4927023066418,19.004103790016327,10,4,1,2023
2023-01-06 11:00:00,1238.1111830174532,21.680181958424974,11,4,1,2023
2023-01-06 12:00:00,1103.933581946537,17.448183218910465,12,4,1,2023
2023-01-06 13:00:00,1103.0941225202919,24.720407603227898,13,4,1,2023
2023-01-06 14:00:00,961.1004496940459,21.792058465300137,14,4,1,2023
2023-01-06 15:00:00,1022.4477941870957,16.242054726451826,15,4,1,2023
2023-01-06 16:00:00,858.1242694264863,20.644502380380473,16,4,1,2023
2023-01-06 17:00:00,851.2251783680724,22.936429992414215,17,4,1,2023
2023-01-06 18:00:00,897.793309820007,20.547382598784953,18,4,1,2023
2023-01-06 19:00:00,805.8079321295521,20.718838297391,19,4,1,2023
2023-01-06 20:00:00,908.7057183192923,17.873318840569706,20,4,1,2023
2023-01-06 21:00:00,1010.3768929690215,23.24614842295649,21,4,1,2023
2023-01-06 22:00:00,926.7890747692495,19.60111786165411,22,4,1,2023
2023-01-06 23:00:00,1088.7606627796167,15.077189330696424,23,4,1,2023
2023-01-07 00:00:00,1092.4449135133698,20.68934856147911,0,5,1,2023
2023-01-07 01:00:00,1196.1990778070171,24.74656982020135,1,5,1,2023
2023-01-07 02:00:00,1167.6261320299384,20.642332333690447,2,5,1,2023
2023-01-07 03:00:00,1225.5943181620398,27.01707562886085,3,5,1,2023
2023-01-07 04:00:00,1365.4012607629124,23.09002451913584,4,5,1,2023
2023-01-07 05:00:00,1384.134989781563,22.81939516033139,5,5,1,2023
2023-01-07 06:00:00,1392.0440976369239,21.417925875737463,6,5,1,2023
2023-01-07 07:00:00,1386.6310603676463,21.59826205019742,7,5,1,2023
2023-01-07 08:00:00,1305.3487339489304,21.01284976813178,8,5,1,2023
2023-01-07 09:00:00,1303.298514992985,20.89631249724271,9,5,1,2023
2023-01-07 10:00:00,1244.2188663303516,23.395722159691736,10,5,1,2023
2023-01-07 11:00:00,1121.5048321813026,18.995626984118594,11,5,1,2023
2023-01-07 12:00:00,1172.876861995549,18.575439187317514,12,5,1,2023
2023-01-07 13:00:00,1025.6455158395913,18.433535520864158,13,5,1,2023
2023-01-07 14:00:00,870.0458553510725,27.940084316521755,14,5,1,2023
2023-01-07 15:00:00,900.3181231733793,23.394149378502032,15,5,1,2023
2023-01-07 16:00:00,771.092219337401,22.716597278530724,16,5,1,2023
2023-01-07 17:00:00,829.2218531709478,18.630576662609997,17,5,1,2023
2023-01-07 18:00:00,837.5865967073627,23.673147575514776,18,5,1,2023
2023-01-07 19:00:00,748.8564008391334,21.453406634130307,19,5,1,2023
2023-01-07 20:00:00,868.0408968567708,22.44562749688554,20,5,1,2023
2023-01-07 21:00:00,888.1981704071939,18.873259725899622,21,5,1,2023
2023-01-07 22:00:00,970.8056133025043,22.283927245743023,22,5,1,2023
2023-01-07 23:00:00,1096.907987791168,20.531620058870843,23,5,1,2023
2023-01-08 00:00:00,1099.834703175382,19.762348110608407,0,6,1,2023
2023-01-08 01:00:00,1152.0744611748542,24.26150058912072,1,6,1,2023
2023-01-08 02:00:00,1217.651281267143,17.446058156108965,2,6,1,2023
2023-01-08 03:00:00,1283.4799697425583,23.753510374641422,3,6,1,2023
2023-01-08 04:00:00,1368.1024321859393,24.112639982357962,4,6,1,2023
2023-01-08 05:00:00,1418.9966900353127,19.42025055504525,5,6,1,2023
2023-01-08 06:00:00,1426.0073302607075,19.59819619830157,6,6,1,2023
2023-01-08 07:00:00,1443.3211475191754,21.390104537899767,7,6,1,2023
2023-01-08 08:00:00,1372.6533997963274,22.905290213085635,8,6,1,2023
2023-01-08 09:00:00,1397.0158691673773,21.600616606256295,9,6,1,2023
2023-01-08 10:00:00,1248.9857361780964,23.35986896227461,10,6,1,2023
2023-01-08 11:00:00,1325.8841965866784,27.348120539311168,11,6,1,2023
2023-01-08 12:00:00,1143.5248390011384,20.53603127424983,12,6,1,2023
2023-01-08 13:00:00,991.7493271477647,16.91364166958871,13,6,1,2023
2023-01-08 14:00:00,908.7197404827263,24.536952330790932,14,6,1,2023
2023-01-08 15:00:00,924.2673986784238,27.109125309481563,15,6,1,2023
2023-01-08 16:00:00,841.3064987570515,23.237486670852345,16,6,1,2023
2023-01-08 17:00:00,858.2209828630066,18.795935555637968,17,6,1,2023
2023-01-08 18:00:00,835.9720341602466,21.68750449199337,18,6,1,2023
2023-01-08 19:00:00,818.902406298452,18.703611129064075,19,6,1,2023
2023-01-08 20:00:00,810.1857396657113,23.987748063587816,20,6,1,2023
2023-01-08 21:00:00,824.4700980006526,18.00531037360367,21,6,1,2023
2023-01-08 22:00:00,940.0301928740056,21.158795221214373,22,6,1,2023
2023-01-08 23:00:00,1077.541613549221,19.046168102817255,23,6,1,2023
2023-01-09 00:00:00,1243.7642535371688,22.695106365369103,0,0,1,2023
2023-01-09 01:00:00,1248.429787812262,21.215607278550944,1,0,1,2023
2023-01-09 02:00:00,1391.7415063961114,22.84491861971501,2,0,1,2023
2023-01-09 03:00:00,1464.491810332405,22.381683974863314,3,0,1,2023
2023-01-09 04:00:00,1448.720103201721,19.354655226791888,4,0,1,2023
2023-01-09 05:00:00,1530.5808039468898,24.195263500551285,5,0,1,2023
2023-01-09 06:00:00,1536.0386835716397,22.16833535443487,6,0,1,2023
2023-01-09 07:00:00,1465.768927530976,19.349045286366515,7,0,1,2023
2023-01-09 08:00:00,1510.8481305749795,29.037411978581595,8,0,1,2023
2023-01-09 09:00:00,1473.3338489830562,23.743922810115592,9,0,1,2023
2023-01-09 10:00:00,1437.3265973538912,21.854850649766302,10,0,1,2023
2023-01-09 11:00:00,1363.5212982140758,26.560245890069687,11,0,1,2023
2023-01-09 12:00:00,1164.3134605701664,27.84007913812404,12,0,1,2023
2023-01-09 13:00:00,1108.6714103279555,21.878584043022563,13,0,1,2023
2023-01-09 14:00:00,1108.9715861013478,23.356824769268503,14,0,1,2023
2023-01-09 15:00:00,1046.788532817008,19.350623855955394,15,0,1,2023
2023-01-09 16:00:00,999.1874796937794,21.873054057660184,16,0,1,2023
2023-01-09 17:00:00,1136.112990046271,21.71744464868461,17,0,1,2023
2023-01-09 18:00:00,961.8101358213607,22.86911341082918,18,0,1,2023
2023-01-09 19:00:00,1000.2775912954586,23.31291374587525,19,0,1,2023
2023-01-09 20:00:00,1021.1809710989247,23.994117656448395,20,0,1,2023
2023-01-09 21:00:00,1053.7374791553686,23.027560278864094,21,0,1,2023
2023-01-09 22:00:00,1067.5479356004726,18.682404430076723,22,0,1,2023
2023-01-09 23:00:00,1193.625592212844,19.499230992740962,23,0,1,2023
2023-01-10 00:00:00,1315.3646179521488,20.930174304331146,0,1,1,2023
2023-01-10 01:00:00,1419.82210875923,21.722675386952478,1,1,1,2023
2023-01-10 02:00:00,1479.7605950604661,25.721720034138507,2,1,1,2023
2023-01-10 03:00:00,1570.2659606636482,19.080580202163425,3,1,1,2023
2023-01-10 04:00:00,1729.5922156938218,21.497152018210066,4,1,1,2023
2023-01-10 05:00:00,1550.477601368395,25.428425657364315,5,1,1,2023
2023-01-10 06:00:00,1688.3875695164345,21.669764739232328,6,1,1,2023
2023-01-10 07:00:00,1563.2279612113934,23.950644112250636,7,1,1,2023
2023-01-10 08:00:00,1590.3084816164624,22.150771033938454,8,1,1,2023
2023-01-10 09:00:00,1620.6884648613818,23.339746934696333,9,1,1,2023
2023-01-10 10:00:00,1507.3343484982695,21.883979531293544,10,1,1,2023
2023-01-10 11:00:00,1377.8902690642342,24.57059358090723,11,1,1,2023
2023-01-10 12:00:00,1318.3780558533915,17.934227940502858,12,1,1,2023
2023-01-10 13:00:00,1310.4888621188145,21.47946113755653,13,1,1,2023
2023-01-10 14:00:00,1167.6478035034268,23.45911519280509,14,1,1,2023
2023-01-10 15:00:00,1152.8684770988652,24.170482906740745,15,1,1,2023
2023-01-10 16:00:00,1096.6599997220367,27.048255030983647,16,1,1,2023
2023-01-10 17:00:00,1031.842710481613,21.396323162125437,17,1,1,2023
2023-01-10 18:00:00,1161.4091271013376,27.007842448304785,18,1,1,2023
2023-01-10 19:00:00,1096.141572750698,20.59232568274315,19,1,1,2023
2023-01-10 20:00:00,993.1700659397532,26.555336397356097,20,1,1,2023
2023-01-10 21:00:00,1151.4369446769192,25.021798542817283,21,1,1,2023
2023-01-10 22:00:00,1171.1683869424392,19.829021423825495,22,1,1,2023
2023-01-10 23:00:00,1319.2451102763605,23.49051487447763,23,1,1,2023
2023-01-11 00:00:00,1347.00574462154,22.669693141052086,0,2,1,2023
2023-01-11 01:00:00,1458.5521198870335,24.700154428673663,1,2,1,2023
2023-01-11 02:00:00,1561.9040392650916,22.153585882348732,2,2,1,2023
2023-01-11 03:00:00,1642.0859162669858,21.90166197066347,3,2,1,2023
2023-01-11 04:00:00,1586.4703698715057,26.930684395937213,4,2,1,2023
2023-01-11 05:00:00,1659.7417020700825,22.527237964281642,5,2,1,2023
2023-01-11 06:00:00,1662.9531973038086,25.30266762022396,6,2,1,2023
2023-01-11 07:00:00,1643.8231960063383,22.14734619251606,7,2,1,2023
2023-01-11 08:00:00,1734.8036897841368,27.823390425331233,8,2,1,2023
2023-01-11 09:00:00,1619.1159234252088,20.788396759642183,9,2,1,2023
2023-01-11 10:00:00,1473.7020526908916,20.980970053907107,10,2,1,2023
2023-01-11 11:00:00,1510.296508177586,27.39695219099637,11,2,1,2023
2023-01-11 12:00:00,1492.8769540311694,21.488561474962903,12,2,1,2023
2023-01-11 13:00:00,1360.758140563786,27.626623566141838,13,2,1,2023
2023-01-11 14:00:00,1160.8235396557307,25.4989223864331,14,2,1,2023
2023-01-11 15:00:00,1150.4597468406016,22.35945152796616,15,2,1,2023
2023-01-11 16:00:00,1190.352868050325,17.383520231597185,16,2,1,2023
2023-01-11 17:00:00,1061.6651574451125,22.765445734833154,17,2,1,2023
2023-01-11 18:00:00,1109.0287969065305,23.128290808248934,18,2,1,2023
2023-01-11 19:00:00,1135.8032271704121,26.32505384756178,19,2,1,2023
2023-01-11 20:00:00,1080.706574557877,27.588742176368996,20,2,1,2023
2023-01-11 21:00:00,1171.7638639995055,20.768439110217418,21,2,1,2023
2023-01-11 22:00:00,1074.820246041553,25.22694593961321,22,2,1,2023
2023-01-11 23:00:00,1258.0299643339827,25.11960711568871,23,2,1,2023
2023-01-12 00:00:00,1296.4970312936773,26.296805605260623,0,3,1,2023
2023-01-12 01:00:00,1324.393440182296,24.57263723443592,1,3,1,2023
2023-01-12 02:00:00,1540.768897832811,17.249074425143977,2,3,1,2023
2023-01-12 03:00:00,1449.7847449806088,22.61030020044601,3,3,1,2023
2023-01-12 04:00:00,1546.9766232096053,19.609444773278543,4,3,1,2023
2023-01-12 05:00:00,1605.497450046595,22.468750179275066,5,3,1,2023
2023-01-12 06:00:00,1681.2577846353227,26.01658020643097,6,3,1,2023
2023-01-12 07:00:00,1527.1902073962124,23.992020005654204,7,3,1,2023
2023-01-12 08:00:00,1627.18282269799,26.520840097221587,8,3,1,2023
2023-01-12 09:00:00,1521.8721482483008,24.101829260169907,9,3,1,2023
2023-01-12 10:00:00,1410.1644751754068,19.18158967902258,10,3,1,2023
2023-01-12 11:00:00,1410.0022418581711,15.514026478311084,11,3,1,2023
2023-01-12 12:00:00,1319.2157862793715,23.52299378306806,12,3,1,2023
2023-01-12 13:00:00,1201.617690998449,22.43478809897579,13,3,1,2023
2023-01-12 14:00:00,1162.775799523093,20.14573027988364,14,3,1,2023
2023-01-12 15:00:00,1077.8994279609865,17.974685749075153,15,3,1,2023
2023-01-12 16:00:00,1055.1768351737164,20.87233785761116,16,3,1,2023
2023-01-12 17:00:00,1052.6488217722647,22.49309304343496,17,3,1,2023
2023-01-12 18:00:00,1088.6323236266471,25.074200969148457,18,3,1,2023
2023-01-12 19:00:00,957.6744068777634,23.642460742733228,19,3,1,2023
2023-01-12 20:00:00,1156.1984241897549,27.900769239547476,20,3,1,2023
2023-01-12 21:00:00,999.6293991466309,19.969755329893104,21,3,1,2023
2023-01-12 22:00:00,1151.7880156133876,25.719744174201587,22,3,1,2023
2023-01-12 23:00:00,1261.1588640450861,23.21846372741547,23,3,1,2023
2023-01-13 00:00:00,1196.6480384166543,25.412830067418234,0,4,1,2023
2023-01-13 01:00:00,1229.1206294560761,22.01927810526585,1,4,1,2023
2023-01-13 02:00:00,1322.2152262849327,26.54386381673425,2,4,1,2023
2023-01-13 03:00:00,1370.1147733122657,24.21449697009821,3,4,1,2023
2023-01-13 04:00:00,1412.9836158638113,21.29048774030923,4,4,1,2023
2023-01-13 05:00:00,1514.913532199909,23.292750608322915,5,4,1,2023
2023-01-13 06:00:00,1500.5179006468363,22.610155118251182,6,4,1,2023
2023-01-13 07:00:00,1437.8108413587188,24.79635774697586,7,4,1,2023
2023-01-13 08:00:00,1487.477635028472,19.789492446938954,8,4,1,2023
2023-01-13 09:00:00,1410.1984774077193,23.240767588715396,9,4,1,2023
2023-01-13 10:00:00,1373.3560198363195,24.514744453010472,10,4,1,2023
2023-01-13 11:00:00,1291.8515164077555,23.427892616641582,11,4,1,2023
2023-01-13 12:00:00,1141.2860571211618,27.36964642822947,12,4,1,2023
2023-01-13 13:00:00,1077.0924890131075,25.65089101727564,13,4,1,2023
2023-01-13 14:00:00,1070.1233816963222,23.306380304840243,14,4,1,2023
2023-01-13 15:00:00,1001.156627242315,23.9788899875555,15,4,1,2023
2023-01-13 16:00:00,921.9288943795138,24.21581934950848,16,4,1,2023
2023-01-13 17:00:00,898.8816633782184,24.538721507562954,17,4,1,2023
2023-01-13 18:00:00,946.6877337753679,17.85184870806866,18,4,1,2023
2023-01-13 19:00:00,863.4596185438814,22.42424380775444,19,4,1,2023
2023-01-13 20:00:00,950.3746306820107,18.8755054904822,20,4,1,2023
2023-01-13 21:00:00,960.5971626676284,27.16366553744094,21,4,1,2023
2023-01-13 22:00:00,1021.9662163703729,23.146274135053698,22,4,1,2023
2023-01-13 23:00:00,1160.1548524867842,22.748799846023612,23,4,1,2023
2023-01-14 00:00:00,1146.3376123947467,26.270483486188958,0,5,1,2023
2023-01-14 01:00:00,1223.39943716258,24.847065882438876,1,5,1,2023
2023-01-14 02:00:00,1320.3636290759553,20.19418794695163,2,5,1,2023
2023-01-14 03:00:00,1318.283362042288,23.367375402507147,3,5,1,2023
2023-01-14 04:00:00,1399.0178521912123,22.5745905704101,4,5,1,2023
2023-01-14 05:00:00,1379.3884394346273,18.34649282427109,5,5,1,2023
2023-01-14 06:00:00,1421.3437938884485,21.509262790377637,6,5,1,2023
2023-01-14 07:00:00,1388.4175183188097,23.029470524039855,7,5,1,2023
2023-01-14 08:00:00,1369.8157894218873,23.235238695613724,8,5,1,2023
2023-01-14 09:00:00,1347.059702551177,19.133397219057326,9,5,1,2023
2023-01-14 10:00:00,1214.2702296481405,27.03508823923168,10,5,1,2023
2023-01-14 11:00:00,1287.4577880112904,23.273782313414934,11,5,1,2023
2023-01-14 12:00:00,1054.9032885077227,23.69275072007094,12,5,1,2023
2023-01-14 13:00:00,966.8604602990118,24.782016405108763,13,5,1,2023
2023-01-14 14:00:00,1013.1325950306049,21.215862728378237,14,5,1,2023
2023-01-14 15:00:00,932.6895985842309,24.94915940948734,15,5,1,2023
2023-01-14 16:00:00,876.6483148457714,22.478867552034703,16,5,1,2023
2023-01-14 17:00:00,846.9009195914356,20.890334868147676,17,5,1,2023
2023-01-14 18:00:00,804.6605002590433,25.30043397015545,18,5,1,2023
2023-01-14 19:00:00,770.6438193268237,28.055113066494677,19,5,1,2023
2023-01-14 20:00:00,849.2783394486374,25.75457961054675,20,5,1,2023
2023-01-14 21:00:00,859.3170596291598,26.349024185510544,21,5,1,2023
2023-01-14 22:00:00,1004.0746131180638,22.018199670402357,22,5,1,2023
2023-01-14 23:00:00,1020.3314907277601,18.78723230258388,23,5,1,2023
2023-01-15 00:00:00,1096.367230659561,28.300711993042327,0,6,1,2023
2023-01-15 01:00:00,1199.22995883374,29.993844094957083,1,6,1,2023
2023-01-15 02:00:00,1308.311556985862,28.458719748051852,2,6,1,2023
2023-01-15 03:00:00,1321.6222378742928,22.822941609803557,3,6,1,2023
2023-01-15 04:00:00,1356.3844794019842,20.366396410556273,4,6,1,2023
2023-01-15 05:00:00,1439.6614333927373,20.633251333284104,5,6,1,2023
2023-01-15 06:00:00,1449.9591003733042,18.77910172390066,6,6,1,2023
2023-01-15 07:00:00,1402.152807822479,23.508163571512668,7,6,1,2023
2023-01-15 08:00:00,1373.9893714451773,28.64733330099017,8,6,1,2023
2023-01-15 09:00:00,1361.4796437010548,23.405311531126074,9,6,1,2023
2023-01-15 10:00:00,1215.3523422887893,24.73726812778763,10,6,1,2023
2023-01-15 11:00:00,1145.040531062031,27.95709031965543,11,6,1,2023
2023-01-15 12:00:00,1101.8572420739276,22.618013491245605,12,6,1,2023
2023-01-15 13:00:00,1049.4728289066477,29.93689379690159,13,6,1,2023
2023-01-15 14:00:00,1003.3477251893434,29.806582649235164,14,6,1,2023
2023-01-15 15:00:00,999.4495702874034,23.436965410701358,15,6,1,2023
2023-01-15 16:00:00,920.9006007071063,22.097696634685168,16,6,1,2023
2023-01-15 17:00:00,840.0620131838921,25.922013565913744,17,6,1,2023
2023-01-15 18:00:00,836.8973240600963,22.78772459918623,18,6,1,2023
2023-01-15 19:00:00,797.9553652230666,20.360633775540798,19,6,1,2023
2023-01-15 20:00:00,877.1377502931734,27.674015387311744,20,6,1,2023
2023-01-15 21:00:00,911.3175088126003,27.479641588574044,21,6,1,2023
2023-01-15 22:00:00,1004.0298500179225,24.296834238033487,22,6,1,2023
2023-01-15 23:00:00,1018.8981081790926,20.04170516555827,23,6,1,2023
2023-01-16 00:00:00,1284.479836339759,20.390793609359424,0,0,1,2023
